name,stem,Adams filtration,weight,tautorsion,h0info,h0target,h1info,h1target,h2info,h2target,h3info,h3target
{12-40},37,12,20,0,1,{13-40},,,1,{13-47},,
{13-40},37,13,21,0,,,,{14-40},3,{14-47},,
{14-39},37,14,24,1,,,,{15-39},,,,
{15-35},37,15,23,1,,,,{16-37},,,,
{16-34},37,16,22,1,,,,{17-35},3,{17-44},,
{17-33},37,17,25,1,,,,{18-33},,,,
{18-30},37,18,24,1,,,,{19-30},,,,
{19-27},37,19,23,1,,,,{20-27},,,,
{19-28},37,19,27,1,,,,{20-28},,,,
{20-23},37,20,22,1,,,,{21-23},,,,
{20-24},37,20,26,1,,,,{21-24},,,,
{21-21},37,21,21,1,,,,{22-21},3,{22-27},1,{22-40}
{22-19},37,22,28,1,,,,{23-19},,,,
{23-17},37,23,27,1,,,,{24-17},,,,
{24-14},37,24,26,1,,,,{25-14},,,,
{24-15},37,24,30,1,,,,{25-15},,,,
{25-12},37,25,25,1,,,,{26-12},3,{26-17},1,{26-27}
{27-10},37,27,31,1,,,,{28-10},,,,
{28-8},37,28,30,1,,,,{29-8},,,,
{29-7},37,29,29,1,,,,{30-7},,,1,{30-17}
{32-4},37,32,34,1,,,,{33-4},,,,
{33-3},37,33,33,1,,,,{34-3},,,1,{34-10}
{37-1},37,37,37,1,,,,{38-1},,,,
{2-14},38,2,20,0,,{3-18},,{3-19},,,,{3-21}
{3-18},38,3,20,0,,{4-22},,,,,,{4-28}
{4-21},38,4,21,0,,,,{5-30},,{5-33},,{5-37}
{4-22},38,4,20,0,,{5-29},,,,,,
{5-29},38,5,20,0,,,,,,,,
{6-30},38,6,22,0,,,,,,{7-34},,
{6-31},38,6,20,0,,{7-30},2,{7-31},,,,{7-39}
{7-30},38,7,20,0,,t^2{8-32}+t^3{8-33},,,,,,
{8-32},38,8,22,0,1,{9-37},,,,{9-41},,
{8-33},38,8,23,1,,,,,,,,
{9-37},38,9,23,0,,,,{10-39},,,,{10-50}
{12-41},38,12,24,1,,,,{13-45},,,,
{13-42},38,13,23,1,,,,{14-43},,,,
{14-40},38,14,22,1,,,,{15-40},3,{15-48},,
{15-37},38,15,21,1,,,,{16-39},,,5,{16-61}
{15-39},38,15,25,1,,,,{16-41},,,,
{16-36},38,16,20,0,,{17-37},,{17-38},,{17-47},,
{16-37},38,16,24,1,,,,{17-39},,,,
{17-35},38,17,23,1,,,,{18-36},3,{18-44},,
{17-37},38,17,20,0,,{18-35},,,,{18-45},,
{18-33},38,18,26,1,,,,{19-33},,,,
{18-35},38,18,20,0,,,,,1,{19-39},,
{19-30},38,19,25,1,,,,{20-30},,,,
{20-27},38,20,24,1,,,,{21-27},,,,
{20-28},38,20,28,1,,,,{21-28},,,,
{21-23},38,21,23,1,,,,{22-23},,,,
{21-24},38,21,27,1,,,,{22-24},,,,
{22-21},38,22,22,1,,,,{23-21},3,{23-27},1,{23-40}
{23-19},38,23,29,1,,,,{24-19},,,,
{24-17},38,24,28,1,,,,{25-17},,,,
{25-14},38,25,27,1,,,,{26-14},,,,
{25-15},38,25,31,1,,,,{26-15},,,,
{26-12},38,26,26,1,,,,{27-12},3,{27-17},1,{27-27}
{28-10},38,28,32,1,,,,{29-10},,,,
{29-8},38,29,31,1,,,,{30-8},,,,
{30-7},38,30,30,1,,,,{31-7},,,1,{31-17}
{33-4},38,33,35,1,,,,{34-4},,,,
{34-3},38,34,34,1,,,,{35-3},,,1,{35-10}
{38-1},38,38,38,1,,,,{39-1},,,,
{3-19},39,3,21,0,,,,{4-25},,,,
{4-23},39,4,21,0,,,,{5-31},,,,
{5-30},39,5,22,0,,,,{6-34},,,,{6-42}
{7-31},39,7,23,0,,,,,,{8-37},,
{9-38},39,9,21,0,3,{10-39},,{10-41},,,,
{10-39},39,10,24,1,,,,{11-41},,,,{11-55}
{11-39},39,11,23,1,,,,{12-44},,,,
{12-42},39,12,22,0,,{13-46},,{13-47},,t^3{13-52}+{13-53},,
{13-45},39,13,25,1,,,,{14-47},,,,
{13-46},39,13,22,0,,{14-45},,,,{14-53},,
{14-43},39,14,24,1,,,,{15-44},,,,
{14-45},39,14,22,0,,,,,1,{15-49},,
{15-40},39,15,23,1,,,,{16-43},3,{16-51},,
{15-42},39,15,20,0,,{16-42},,,,t^2{16-49}+t^6{16-51}+{16-52},,{16-66}
{16-39},39,16,22,1,,,,{17-42},,,5,{17-65}
{16-41},39,16,26,1,,,,{17-44},,,,
{16-42},39,16,20,0,,{17-41},,,1,{17-48},,{17-66}
{17-38},39,17,21,0,,,,{18-39},,,,
{17-39},39,17,25,1,,,,{18-40},,,,
{17-41},39,17,20,0,,{18-38},,,,,,{18-63}
{18-36},39,18,24,1,,,,{19-37},3,{19-44},,
{18-38},39,18,20,0,,{19-35},,,,,1,{19-55}
{19-33},39,19,27,1,,,,{20-34},,,,
{19-35},39,19,20,0,,{20-32},,,,,,
{20-30},39,20,26,1,,,,{21-30},,,,
{20-32},39,20,20,0,,,,,,,,
{21-27},39,21,25,1,,,,{22-27},,,,
{21-28},39,21,29,1,,,,{22-28},,,,
{22-23},39,22,24,1,,,,{23-23},,,,
{22-24},39,22,28,1,,,,{23-24},,,,
{23-21},39,23,23,1,,,,{24-21},3,{24-27},1,{24-40}
{24-19},39,24,30,1,,,,{25-19},,,,
{25-17},39,25,29,1,,,,{26-17},,,,
{26-14},39,26,28,1,,,,{27-14},,,,
{26-15},39,26,32,1,,,,{27-15},,,,
{27-12},39,27,27,1,,,,{28-12},3,{28-17},1,{28-27}
{29-10},39,29,33,1,,,,{30-10},,,,
{30-8},39,30,32,1,,,,{31-8},,,,
{31-7},39,31,31,1,,,,{32-7},,,1,{32-17}
{34-4},39,34,36,1,,,,{35-4},,,,
{35-3},39,35,35,1,,,,{36-3},,,1,{36-10}
{39-1},39,39,39,1,,,,{40-1},,,,
{4-24},40,4,22,0,,{5-32},,{5-33},,,,{5-39}
{4-25},40,4,22,0,,,,,,,,
{5-31},40,5,22,0,,,,{6-35},,,,
{5-32},40,5,22,0,1,{6-34},,,,,,{6-43}
{6-33},40,6,21,0,,,,{7-33},,,1,{7-41}
{6-34},40,6,23,0,,,,{7-34},,,,
{8-34},40,8,23,0,1,{9-40},,{9-41},1,{9-44},1,{9-50}
{9-40},40,9,24,2,,{10-42},,,,{10-47},,
{10-41},40,10,22,0,,,,{11-44},,,,
{10-42},40,10,24,2,1,{11-41},,,,,,
{11-41},40,11,25,1,,,,{12-47},,,,
{11-42},40,11,22,0,,{12-46},3,{12-47},,{12-53},,
{12-44},40,12,24,1,,,,{13-49},,,,
{12-46},40,12,22,0,1,{13-47},,,1,{13-54},,
{13-47},40,13,23,0,,,,{14-48},3,{14-55},,
{14-47},40,14,26,1,,,,{15-48},,,,
{15-44},40,15,25,1,,,,{16-47},,,,
{16-43},40,16,24,1,,,,{17-45},3,{17-54},,
{17-42},40,17,23,1,,,,{18-42},,,5,{18-66}
{17-44},40,17,27,1,,,,{18-44},,,,
{18-39},40,18,22,0,,,,{19-39},,,,
{18-40},40,18,26,1,,,,{19-40},,,,
{19-36},40,19,21,0,,,,{20-36},,,1,{20-57}
{19-37},40,19,25,1,,,,{20-37},3,{20-45},,
{20-34},40,20,28,1,,,,{21-34},,,,
{21-30},40,21,27,1,,,,{22-30},,,,
{22-27},40,22,26,1,,,,{23-27},,,,
{22-28},40,22,30,1,,,,{23-28},,,,
{23-23},40,23,25,1,,,,{24-23},,,,
{23-24},40,23,29,1,,,,{24-24},,,,
{24-21},40,24,24,1,,,,{25-21},3,{25-27},1,{25-40}
{25-19},40,25,31,1,,,,{26-19},,,,
{26-17},40,26,30,1,,,,{27-17},,,,
{27-14},40,27,29,1,,,,{28-14},,,,
{27-15},40,27,33,1,,,,{28-15},,,,
{28-12},40,28,28,1,,,,{29-12},3,{29-17},1,{29-27}
{30-10},40,30,34,1,,,,{31-10},,,,
{31-8},40,31,33,1,,,,{32-8},,,,
{32-7},40,32,32,1,,,,{33-7},,,1,{33-17}
{35-4},40,35,37,1,,,,{36-4},,,,
{36-3},40,36,36,1,,,,{37-3},,,1,{37-10}
{40-1},40,40,40,1,,,,{41-1},,,,
{3-20},41,3,22,0,,{4-26},,,,,,{4-29}
{4-26},41,4,22,0,1,{5-33},,,,,,
{5-33},41,5,23,0,,,,,,,,
{6-35},41,6,23,1,,,,{7-35},,,,
{7-33},41,7,22,0,,,,{8-38},,,,
{7-34},41,7,24,1,,,,,,,,
{9-41},41,9,24,2,,,,,,,1,{10-56}
{10-44},41,10,22,0,1,{11-44},2,{11-45},1,{11-50},,
{11-44},41,11,23,0,,,,{12-50},,,,
{12-47},41,12,26,1,,,,{13-52},,,,
{13-49},41,13,25,1,,,,{14-51},,,,
{14-48},41,14,24,1,,,,{15-49},3,{15-57},,
{15-46},41,15,23,1,,,,{16-49},,,,
{15-48},41,15,27,1,,,,{16-51},,,,
{16-45},41,16,22,0,,{17-47},,{17-48},,{17-58},,
{16-47},41,16,26,1,,,,{17-50},,,,
{17-45},41,17,25,1,,,,{18-46},3,{18-54},,
{17-47},41,17,22,0,,{18-45},,,,{18-55},,
{18-42},41,18,24,1,,,,{19-42},,,5,{19-67}
{18-44},41,18,28,1,,,,{19-44},,,,
{18-45},41,18,22,0,1,{19-39},,,1,{19-48},,
{19-39},41,19,23,0,,,,{20-39},,,,
{19-40},41,19,27,1,,,,{20-40},,,,
{20-36},41,20,22,0,,,,{21-36},,,1,{21-60}
{20-37},41,20,26,1,,,,{21-37},3,{21-46},,
{21-32},41,21,21,0,,,,{22-32},,,1,{22-56}
{21-34},41,21,29,1,,,,{22-34},,,,
{22-30},41,22,28,1,,,,{23-30},,,,
{23-27},41,23,27,1,,,,{24-27},,,,
{23-28},41,23,31,1,,,,{24-28},,,,
{24-23},41,24,26,1,,,,{25-23},,,,
{24-24},41,24,30,1,,,,{25-24},,,,
{25-21},41,25,25,1,,,,{26-21},3,{26-27},1,{26-40}
{26-19},41,26,32,1,,,,{27-19},,,,
{27-17},41,27,31,1,,,,{28-17},,,,
{28-14},41,28,30,1,,,,{29-14},,,,
{28-15},41,28,34,1,,,,{29-15},,,,
{29-12},41,29,29,1,,,,{30-12},3,{30-17},1,{30-27}
{31-10},41,31,35,1,,,,{32-10},,,,
{32-8},41,32,34,1,,,,{33-8},,,,
{33-7},41,33,33,1,,,,{34-7},,,1,{34-17}
{36-4},41,36,38,1,,,,{37-4},,,,
{37-3},41,37,37,1,,,,{38-3},,,1,{38-10}
{41-1},41,41,41,1,,,,{42-1},,,,
{6-37},42,6,22,0,,{7-36},,,,{7-39},,
{7-35},42,7,24,1,,,,{8-39},,,,
{7-36},42,7,22,0,1,{8-38},,,,,,
{8-37},42,8,25,2,,,,,,,,
{8-38},42,8,23,0,,,2,{9-44},,,,
{9-43},42,9,23,0,,,,{10-46}+t^2{10-47},2,{10-50},,{10-57}+t^1{10-58}
{11-45},42,11,25,1,,,,{12-51},,,,
{12-48},42,12,24,0,,{13-53},,{13-54},,{13-61},,
{12-50},42,12,24,1,,,,{13-56},,,,
{13-52},42,13,27,1,,,,{14-55},,,,
{13-53},42,13,24,0,,{14-53},,,,{14-62},,
{14-51},42,14,26,1,,,,{15-53},,,,
{14-53},42,14,24,0,1,{15-49},,,1,{15-58},,
{15-49},42,15,25,1,,,,{16-53},3,{16-61},,
{15-51},42,15,22,0,,{16-52},3,{16-53},,{16-62},,
{16-49},42,16,24,1,,,,{17-52},,,,
{16-51},42,16,28,1,,,,{17-54},,,,
{16-52},42,16,22,0,1,{17-48},,,,t^1{17-59}+t^5{17-61},,
{17-48},42,17,23,0,,,,{18-48},,,,
{17-50},42,17,27,1,,,,{18-50},,,,
{18-46},42,18,26,1,,,,{19-46},3,{19-54},,
{19-42},42,19,25,1,,,,{20-43},,,5,{20-70}
{19-44},42,19,29,1,,,,{20-45},,,,
{20-39},42,20,24,1,,,,{21-39},,,,
{20-40},42,20,28,1,,,,{21-40},,,,
{21-36},42,21,23,1,,,,{22-36},,,1,{22-60}
{21-37},42,21,27,1,,,,{22-37},3,{22-46},,
{22-32},42,22,22,0,,,,{23-32},,,1,{23-56}
{22-34},42,22,30,1,,,,{23-34},,,,
{23-30},42,23,29,1,,,,{24-30},,,,
{24-27},42,24,28,1,,,,{25-27},,,,
{24-28},42,24,32,1,,,,{25-28},,,,
{25-23},42,25,27,1,,,,{26-23},,,,
{25-24},42,25,31,1,,,,{26-24},,,,
{26-21},42,26,26,1,,,,{27-21},3,{27-27},1,{27-40}
{27-19},42,27,33,1,,,,{28-19},,,,
{28-17},42,28,32,1,,,,{29-17},,,,
{29-14},42,29,31,1,,,,{30-14},,,,
{29-15},42,29,35,1,,,,{30-15},,,,
{30-12},42,30,30,1,,,,{31-12},3,{31-17},1,{31-27}
{32-10},42,32,36,1,,,,{33-10},,,,
{33-8},42,33,35,1,,,,{34-8},,,,
{34-7},42,34,34,1,,,,{35-7},,,1,{35-17}
{37-4},42,37,39,1,,,,{38-4},,,,
{38-3},42,38,38,1,,,,{39-3},,,1,{39-10}
{42-1},42,42,42,1,,,,{43-1},,,,
{8-39},43,8,25,1,,,,{9-47},,,,
{9-44},43,9,26,3,,{10-47},,,,{10-52},,
{10-46},43,10,24,1,,,,{11-50},,,,t^1{11-62}+{11-64}
{10-47},43,10,26,2,,,,,,{11-55},,
{11-48},43,11,24,0,,{12-53},,,,{12-60},,
{12-51},43,12,26,1,,,,{13-57},,,,
{12-53},43,12,24,0,1,{13-54},,,1,{13-62},,
{13-54},43,13,25,0,,,,{14-56},,,,
{13-56},43,13,25,1,,,,{14-58},,,,
{14-55},43,14,28,1,,,,{15-57},,,,
{15-53},43,15,27,1,,,,{16-57},,,,
{16-53},43,16,26,1,,,,{17-56},3,{17-65},,
{17-52},43,17,25,1,,,,{18-52},,,,
{17-54},43,17,29,1,,,,{18-54},,,,
{18-48},43,18,24,1,,,,{19-48},,,,
{18-50},43,18,28,1,,,,{19-50},,,,
{19-46},43,19,27,1,,,,{20-47},3,{20-56},,
{20-43},43,20,26,1,,,,{21-44},,,5,{21-73}
{20-45},43,20,30,1,,,,{21-46},,,,
{21-39},43,21,25,1,,,,{22-40},,,,
{21-40},43,21,29,1,,,,{22-41},,,,
{21-42},43,21,22,0,,{22-39},,,,{22-50},,
{22-36},43,22,24,1,,,,{23-36},,,1,{23-60}
{22-37},43,22,28,1,,,,{23-37},3,{23-46},,
{22-39},43,22,22,0,1,{23-32},,,,,,
{23-32},43,23,23,0,,,,{24-32},,,1,{24-56}
{23-34},43,23,31,1,,,,{24-34},,,,
{24-30},43,24,30,1,,,,{25-30},,,,
{25-27},43,25,29,1,,,,{26-27},,,,
{25-28},43,25,33,1,,,,{26-28},,,,
{26-23},43,26,28,1,,,,{27-23},,,,
{26-24},43,26,32,1,,,,{27-24},,,,
{27-21},43,27,27,1,,,,{28-21},3,{28-27},1,{28-40}
{28-19},43,28,34,1,,,,{29-19},,,,
{29-17},43,29,33,1,,,,{30-17},,,,
{30-14},43,30,32,1,,,,{31-14},,,,
{30-15},43,30,36,1,,,,{31-15},,,,
{31-12},43,31,31,1,,,,{32-12},3,{32-17},1,{32-27}
{33-10},43,33,37,1,,,,{34-10},,,,
{34-8},43,34,36,1,,,,{35-8},,,,
{35-7},43,35,35,1,,,,{36-7},,,1,{36-17}
{38-4},43,38,40,1,,,,{39-4},,,,
{39-3},43,39,39,1,,,,{40-3},,,1,{40-10}
{43-1},43,43,43,1,,,,{44-1},,,,
{4-27},44,4,24,0,,{5-35},,{5-37},,{5-39},,{5-42}
{5-35},44,5,24,0,,{6-39},,,,{6-43},,{6-48}
{6-39},44,6,24,0,,,,,,,,{7-45}
{9-47},44,9,26,1,,,,{10-50},,,,
{10-48},44,10,24,0,1,{11-50},2,{11-51},,,,
{11-50},44,11,25,1,,,,{12-57},,,1,{12-72}
{13-57},44,13,27,1,,,,{14-60},,,,
{14-56},44,14,26,1,,,,{15-58},,,,
{14-58},44,14,26,1,,,,{15-60},,,,
{15-55},44,15,25,1,,,,{16-59},,,,
{15-57},44,15,29,1,,,,{16-61},,,,
{16-55},44,16,24,0,,{17-58},,{17-59},,t^3{17-68}+{17-71},,
{16-57},44,16,28,1,,,,{17-61},,,,
{17-56},44,17,27,1,,,,{18-57},3,{18-66},,
{17-58},44,17,24,0,,{18-55},,,,{18-67},,
{18-52},44,18,26,1,,,,{19-52},,,,
{18-54},44,18,30,1,,,,{19-54},,,,
{18-55},44,18,24,0,1,{19-48},,,,,,
{19-48},44,19,25,1,,,,{20-49},,,,
{19-50},44,19,29,1,,,,{20-51},,,,
{20-47},44,20,28,1,,,,{21-48},3,{21-58},,
{21-44},44,21,27,1,,,,{22-44},,,5,{22-73}
{21-46},44,21,31,1,,,,{22-46},,,,
{22-40},44,22,26,1,,,,{23-40},,,,
{22-41},44,22,30,1,,,,{23-41},,,,
{23-36},44,23,25,1,,,,{24-36},,,1,{24-61}
{23-37},44,23,29,1,,,,{24-37},3,{24-46},,
{24-32},44,24,24,1,,,,{25-32},,,1,{25-56}
{24-34},44,24,32,1,,,,{25-34},,,,
{25-30},44,25,31,1,,,,{26-30},,,,
{26-27},44,26,30,1,,,,{27-27},,,,
{26-28},44,26,34,1,,,,{27-28},,,,
{27-23},44,27,29,1,,,,{28-23},,,,
{27-24},44,27,33,1,,,,{28-24},,,,
{28-21},44,28,28,1,,,,{29-21},3,{29-27},1,{29-40}
{29-19},44,29,35,1,,,,{30-19},,,,
{30-17},44,30,34,1,,,,{31-17},,,,
{31-14},44,31,33,1,,,,{32-14},,,,
{31-15},44,31,37,1,,,,{32-15},,,,
{32-12},44,32,32,1,,,,{33-12},3,{33-17},1,{33-27}
{34-10},44,34,38,1,,,,{35-10},,,,
{35-8},44,35,37,1,,,,{36-8},,,,
{36-7},44,36,36,1,,,,{37-7},,,1,{37-17}
{39-4},44,39,41,1,,,,{40-4},,,,
{40-3},44,40,40,1,,,,{41-3},,,1,{41-10}
{44-1},44,44,44,1,,,,{45-1},,,,
{3-21},45,3,24,0,,{4-28},,,,,,
{4-28},45,4,24,0,,,,,,,,
{5-36},45,5,24,0,,{6-40},,{6-41},,{6-44},,
{5-37},45,5,25,0,,,,{6-42},,,,{6-49}
{6-40},45,6,24,0,,{7-39},,,,{7-43},,
{7-39},45,7,24,0,,,,,,,,
{9-48},45,9,24,0,3,{10-50},3,{10-52},3,{10-56},1,{10-64}
{10-50},45,10,27,1,,,,{11-55},,,,
{11-51},45,11,27,1,,,,{12-59},,,,
{12-55},45,12,26,0,,{13-61},,{13-62},,{13-72},,
{12-57},45,12,26,1,,,,{13-64},,,1,{13-83}
{13-61},45,13,26,2,,{14-62},,,,{14-73},,
{14-60},45,14,28,1,,,,{15-63},,,,
{14-62},45,14,26,2,1,{15-58},,,1,{15-70},,
{15-58},45,15,27,1,,,,{16-63},,,,
{15-60},45,15,27,1,,,,{16-65},,,,
{15-61},45,15,24,0,,{16-62},3,{16-63},,{16-75},,
{16-59},45,16,26,1,,,,{17-63},,,,
{16-61},45,16,30,1,,,,{17-65},,,,
{16-62},45,16,24,0,,t^1{17-59}+t^5{17-61},,,1,{17-73},,
{17-59},45,17,25,0,,,,{18-59}+t^4{18-61},3,{18-70},,
{17-61},45,17,29,1,,,,{18-61},,,,
{18-57},45,18,28,1,,,,{19-57},3,{19-67},,
{19-52},45,19,27,1,,,,{20-54},,,,
{19-54},45,19,31,1,,,,{20-56},,,,
{20-49},45,20,26,1,,,,{21-50},,,,
{20-51},45,20,30,1,,,,{21-52},,,,
{21-48},45,21,29,1,,,,{22-48},3,{22-59},,
{22-44},45,22,28,1,,,,{23-44},,,5,{23-73}
{22-46},45,22,32,1,,,,{23-46},,,,
{23-40},45,23,27,1,,,,{24-40},,,,
{23-41},45,23,31,1,,,,{24-41},,,,
{24-36},45,24,26,1,,,,{25-36},,,1,{25-62}
{24-37},45,24,30,1,,,,{25-37},3,{25-46},,
{25-32},45,25,25,1,,,,{26-32},,,1,{26-57}
{25-34},45,25,33,1,,,,{26-34},,,,
{26-30},45,26,32,1,,,,{27-30},,,,
{27-27},45,27,31,1,,,,{28-27},,,,
{27-28},45,27,35,1,,,,{28-28},,,,
{28-23},45,28,30,1,,,,{29-23},,,,
{28-24},45,28,34,1,,,,{29-24},,,,
{29-21},45,29,29,1,,,,{30-21},3,{30-27},1,{30-40}
{30-19},45,30,36,1,,,,{31-19},,,,
{31-17},45,31,35,1,,,,{32-17},,,,
{32-14},45,32,34,1,,,,{33-14},,,,
{32-15},45,32,38,1,,,,{33-15},,,,
{33-12},45,33,33,1,,,,{34-12},3,{34-17},1,{34-27}
{35-10},45,35,39,1,,,,{36-10},,,,
{36-8},45,36,38,1,,,,{37-8},,,,
{37-7},45,37,37,1,,,,{38-7},,,1,{38-17}
{40-4},45,40,42,1,,,,{41-4},,,,
{41-3},45,41,41,1,,,,{42-3},,,1,{42-10}
{45-1},45,45,45,1,,,,{46-1},,,,
{6-41},46,6,25,0,,,,{7-41},,,,
{6-42},46,6,26,1,,,,,,,,
{7-40},46,7,25,0,,,,{8-44},,,,{8-51}
{8-42},46,8,25,0,,,2,{9-50},,,2,{9-61}
{10-52},46,10,28,2,,{11-55},,,,{11-61},,
{11-52},46,11,25,1,1,{12-60},,{12-61},1,{12-68},,
{11-54},46,11,26,0,,t^2{12-59}+{12-60},,,,{12-68},,
{11-55},46,11,28,1,,,,,,,,
{12-59},46,12,28,1,,,,{13-67},,,,
{12-60},46,12,26,2,1,{13-62},2,{13-67},1,{13-73},,
{13-62},46,13,27,3,,,,{14-66},,,,
{13-64},46,13,27,1,,,,{14-68},,,1,{14-89}
{14-65},46,14,24,0,,{15-65},2,{15-66},,t^1{15-75}+t^5{15-76},,{15-91}
{15-63},46,15,29,1,,,,{16-69},,,,
{15-65},46,15,24,0,,{16-66},,,,,,{16-95}
{16-63},46,16,28,1,,,,{17-68},,,,
{16-65},46,16,28,1,,,,{17-70},,,,
{16-66},46,16,24,0,,{17-66},,,,,2,{17-97}
{17-63},46,17,27,1,,,,{18-64},,,,
{17-65},46,17,31,1,,,,{18-66},,,,
{17-66},46,17,24,0,,{18-63},,,,,2,{18-95}
{18-59},46,18,26,1,,,,{19-59},3,{19-70},,
{18-61},46,18,30,1,,,,{19-61},,,,
{18-63},46,18,24,0,1,{19-55},,,,,3,{19-87}
{19-55},46,19,25,0,,,,{20-57},7,{20-70},,
{19-57},46,19,29,1,,,,{20-59},3,{20-70},,
{20-53},46,20,24,0,,{21-54},,{21-55},,{21-68},,
{20-54},46,20,28,1,,,,{21-56},,,,
{20-56},46,20,32,1,,,,{21-58},,,,
{21-50},46,21,27,1,,,,{22-51},,,,
{21-52},46,21,31,1,,,,{22-53},,,,
{21-54},46,21,24,0,,{22-50},,,,{22-64},,
{22-48},46,22,30,1,,,,{23-48},3,{23-59},,
{22-50},46,22,24,0,,,,,1,{23-56},,
{23-44},46,23,29,1,,,,{24-44},,,5,{24-74}
{23-46},46,23,33,1,,,,{24-46},,,,
{24-40},46,24,28,1,,,,{25-40},,,,
{24-41},46,24,32,1,,,,{25-41},,,,
{25-36},46,25,27,1,,,,{26-36},,,1,{26-62}
{25-37},46,25,31,1,,,,{26-37},3,{26-46},,
{26-32},46,26,26,1,,,,{27-32},,,1,{27-57}
{26-34},46,26,34,1,,,,{27-34},,,,
{27-30},46,27,33,1,,,,{28-30},,,,
{28-27},46,28,32,1,,,,{29-27},,,,
{28-28},46,28,36,1,,,,{29-28},,,,
{29-23},46,29,31,1,,,,{30-23},,,,
{29-24},46,29,35,1,,,,{30-24},,,,
{30-21},46,30,30,1,,,,{31-21},3,{31-27},1,{31-40}
{31-19},46,31,37,1,,,,{32-19},,,,
{32-17},46,32,36,1,,,,{33-17},,,,
{33-14},46,33,35,1,,,,{34-14},,,,
{33-15},46,33,39,1,,,,{34-15},,,,
{34-12},46,34,34,1,,,,{35-12},3,{35-17},1,{35-27}
{36-10},46,36,40,1,,,,{37-10},,,,
{37-8},46,37,39,1,,,,{38-8},,,,
{38-7},46,38,38,1,,,,{39-7},,,1,{39-17}
{41-4},46,41,43,1,,,,{42-4},,,,
{42-3},46,42,42,1,,,,{43-3},,,1,{43-10}
{46-1},46,46,46,1,,,,{47-1},,,,
{5-39},47,5,26,0,,{6-43},,,,,,
{6-43},47,6,26,0,,,,,,,,
{7-41},47,7,26,0,,,,,,,,
{8-43},47,8,25,0,,,,{9-52},,,,
{8-44},47,8,26,0,,,,{9-53},,,,{9-64}
{9-50},47,9,28,1,,,,{10-56},,,,{10-70}
{10-55},47,10,26,0,,,,,,{11-64},,
{12-61},47,12,26,1,,,,{13-70},,,,
{13-66},47,13,25,0,3,{14-66},,{14-71},,,,
{13-67},47,13,29,1,,,,{14-72},,,,
{13-68},47,13,24,0,,{14-69},,,,,,t^4{14-94}+{14-95}
{14-66},47,14,28,1,,,,{15-70},,,,
{14-68},47,14,28,1,,,,{15-72},,,1,{15-95}
{14-69},47,14,24,0,,{15-69},,,,,,t^1{15-92}+t^2{15-96}
{15-66},47,15,27,1,,,,{16-72},3,{16-82},,
{15-69},47,15,24,0,,{16-71},,,,,,t^4{16-96}+t^2{16-99}
{16-67},47,16,26,0,,{17-71},,{17-73},,{17-84},,
{16-69},47,16,30,1,,,,{17-75},,,,
{16-71},47,16,24,0,,{17-72},,,,,3,{17-98}
{17-68},47,17,29,1,,,,{18-70},,,,
{17-70},47,17,29,1,,,,{18-72},,,,
{17-71},47,17,26,0,,{18-67},,,,{18-81},,
{17-72},47,17,24,0,,{18-68},,,,,,
{18-64},47,18,28,1,,,,{19-65},,,,
{18-66},47,18,32,1,,,,{19-67},,,,
{18-67},47,18,26,0,,,,,1,{19-73},,
{18-68},47,18,24,0,,{19-63},,,,,,
{19-59},47,19,27,1,,,,{20-62},3,{20-73},,
{19-61},47,19,31,1,,,,{20-64},,,,
{19-63},47,19,24,0,,{20-61},,,,,,
{20-57},47,20,26,1,,,,{21-60},7,{21-73},,
{20-59},47,20,30,1,,,,{21-62},3,{21-73},,
{20-61},47,20,24,0,,{21-59},,,,,,
{21-55},47,21,25,0,,,,{22-56},,,,
{21-56},47,21,29,1,,,,{22-57},,,,
{21-58},47,21,33,1,,,,{22-59},,,,
{21-59},47,21,24,0,,{22-55},,,,,,
{22-51},47,22,28,1,,,,{23-52},,,,
{22-53},47,22,32,1,,,,{23-54},,,,
{22-55},47,22,24,0,,{23-50},,,,,,
{23-48},47,23,31,1,,,,{24-49},3,{24-59},,
{23-50},47,23,24,0,,{24-47},,,,,,
{24-44},47,24,30,1,,,,{25-44},,,5,{25-75}
{24-46},47,24,34,1,,,,{25-46},,,,
{24-47},47,24,24,0,,,,,,,,
{25-40},47,25,29,1,,,,{26-40},,,,
{25-41},47,25,33,1,,,,{26-41},,,,
{26-36},47,26,28,1,,,,{27-36},,,1,{27-62}
{26-37},47,26,32,1,,,,{27-37},3,{27-46},,
{27-32},47,27,27,1,,,,{28-32},,,1,{28-57}
{27-34},47,27,35,1,,,,{28-34},,,,
{28-30},47,28,34,1,,,,{29-30},,,,
{29-27},47,29,33,1,,,,{30-27},,,,
{29-28},47,29,37,1,,,,{30-28},,,,
{30-23},47,30,32,1,,,,{31-23},,,,
{30-24},47,30,36,1,,,,{31-24},,,,
{31-21},47,31,31,1,,,,{32-21},3,{32-27},1,{32-40}
{32-19},47,32,38,1,,,,{33-19},,,,
{33-17},47,33,37,1,,,,{34-17},,,,
{34-14},47,34,36,1,,,,{35-14},,,,
{34-15},47,34,40,1,,,,{35-15},,,,
{35-12},47,35,35,1,,,,{36-12},3,{36-17},1,{36-27}
{37-10},47,37,41,1,,,,{38-10},,,,
{38-8},47,38,40,1,,,,{39-8},,,,
{39-7},47,39,39,1,,,,{40-7},,,1,{40-17}
