name,stem,Adams filtration,weight,h0target,h1target,h2target,h3target,drinfo,drvalue
v0^2v1^8v2^2v3^5[7-0],105,24,56,,,,,,
v0^1v1^8v2^12v3^1[3-0],105,25,54,,,,,,
v1^4v2^3v5^1[17-0],105,25,61,,loc,,,2,v1^4v2^3v4^2[18-0]
v0^2v1^8v2^12v3^1[3-0],105,26,54,,,,,,
v1^6v2^3v4^2[15-0],105,26,60,,loc,,,2,v1^8v2^2v4^2[16-0]
v1^8v2^3v3^2v4^1[13-0],105,27,59,,loc,,,2,v1^8v2^3v3^4[14-0]
v0^1v1^6v2^3v4^2[15-0],105,27,60,,,,,2,v0^1v1^10v2^1v5^1[16-0]
v1^12v2^2v3^2v4^1[11-0],105,28,58,,loc,,,2,v1^12v2^2v3^4[12-0]
v0^2v1^6v2^3v4^2[15-0],105,28,60,,,,,2,v0^2v1^10v2^1v5^1[16-0]
v1^12v2^7v4^1[9-0],105,29,57,,loc,,,2,v1^12v2^7v3^2[10-0]
v1^14v2^2v3^4[9-0],105,29,57,,loc,,,2,v1^14v2^4v3^3[10-0]
v0^1v1^12v2^2v3^2v4^1[11-0],105,29,58,,,,,,
v1^14v2^7v3^2[7-0],105,30,56,,loc,,,2,v1^16v2^6v3^2[8-0]
v1^18v2^1v3^4[7-0],105,30,56,,loc,,,2,v1^18v2^3v3^3[8-0]
v0^2v1^12v2^2v3^2v4^1[11-0],105,30,58,,,,,,
v1^20v2^3v3^3[5-0],105,31,55,,loc,,,2,v1^22v2^2v3^3[6-0]
v1^14v2^12[5-0],105,31,55,,loc,,,,
v0^1v1^14v2^7v3^2[7-0],105,31,56,,,,,2,v0^1v1^16v2^6v3^2[8-0]
v0^1v1^18v2^1v3^4[7-0],105,31,56,,,,,,
v1^18v2^11[3-0],105,32,54,,loc,,,2,v1^26v2^1v3^3[4-0]
v0^2v1^14v2^7v3^2[7-0],105,32,56,,,,,2,v0^2v1^16v2^6v3^2[8-0]
v0^2v1^18v2^1v3^4[7-0],105,32,56,,,,,,
v0^1v1^18v2^11[3-0],105,33,54,,,,,2,v0^1v1^26v2^1v3^3[4-0]
v0^2v1^18v2^11[3-0],105,34,54,,,,,2,v0^2v1^26v2^1v3^3[4-0]
v1^18v2^2v3^1v4^1[13-0],105,35,59,,loc,,,2,v1^18v2^2v3^3[14-0]
v1^22v2^1v3^1v4^1[11-0],105,36,58,,loc,,,2,v1^22v2^1v3^3[12-0]
v1^24v2^3v4^1[9-0],105,37,57,,loc,,,2,v1^24v2^3v3^2[10-0]
v0^1v1^22v2^1v3^1v4^1[11-0],105,37,58,,,,,,
v1^26v2^3v3^2[7-0],105,38,56,,loc,,,2,v1^28v2^2v3^2[8-0]
v0^2v1^22v2^1v3^1v4^1[11-0],105,38,58,,,,,,
v1^30v2^7[3-0],105,40,54,,loc,,,,
v1^32v2^4v3^1[3-0],105,40,54,,loc,,,,
v0^2v1^26v2^3v3^2[7-0],105,40,56,,,,,,
v1^22v2^6v3^1[11-0],105,40,58,,loc,,,,
v1^26v2^2v4^1[11-0],105,40,58,,loc,,,,
[6-27],106,6,56,v4^2[6-7]+v1^1v4^1[6-13]+v1^2v2^8v3^2[6-1]+v1^28v2^5v3^1[6-0],v1^12v3^1[7-9],v1^13v3^1[7-9]+v1^26v2^6v3^1[7-0],[7-25]+v1^2v3^4[7-5],,
v2^4[4-18],106,8,55,,,,,,
v1^1v4^1[6-13],106,8,56,,,v1^4v2^3v3^1[7-9]+v1^13v3^1[7-9],v1^1v2^3v3^2[7-7]+v1^2v3^4[7-5]+v1^6v2^8[7-5],,
v4^2[6-7],106,8,56,,v1^12v3^1[7-9],v1^4v2^3v3^1[7-9]+v1^26v2^6v3^1[7-0],,,
v0^1v1^1v4^1[6-13],106,9,56,,,,,,
v4^1[8-13],106,9,57,,,,,2,v3^2[9-14]
v3^6[4-2],106,10,55,,,v2^1v3^7[5-0]+v2^9v3^1[5-7],,,
v2^1v4^1[8-11],106,10,57,,,,,2,v2^2v3^1[9-15]
v3^2[8-14],106,10,57,,v1^5v2^2v3^3[9-1]+v1^28v2^2v4^1[9-0],,v1^1v2^1[9-21],,
v1^2v2^1v3^2[6-11],106,11,56,,,,,2,v1^4v3^2[7-9]
v2^4v3^1[6-11],106,11,56,,,,,3,v3^7[7-0]
v0^1v1^2v2^1v3^2[6-11],106,12,56,,,,,2,v0^1v1^4v3^2[7-9]
v2^4[8-15],106,12,57,,v1^5v2^2v3^3[9-1]+v1^28v2^2v4^1[9-0],,v1^6v2^3v3^2[9-5],,
v2^9v3^1v4^1[2-2],106,13,54,,,,,2,v2^9v3^3[3-1]
v1^2v3^7[4-0],106,13,55,,loc,,,,
v0^2v1^2v2^1v3^2[6-11],106,13,56,,v1^12v3^1[7-9],v1^4v2^3v3^1[7-9]+v1^26v2^6v3^1[7-0],,,
v2^4v4^1[8-3],106,13,57,,,,,2,v2^4v3^2[9-3]
v3^2v4^1[10-2],106,13,58,,,,,2,v3^4[11-1]
v1^2v4^1[10-10],106,13,58,,,,,3,v1^2v4^3[11-0]
v1^1v2^2[10-14],106,13,58,,,,,,
v0^1v2^9v3^1v4^1[2-2],106,14,54,,,,,2,v0^1v2^11v4^1[3-1]
v1^1v2^1v3^4[8-2],106,14,57,,,,,2,v1^4v2^2v3^1[9-12]
v1^2v2^3v3^1[8-11],106,14,57,,,,,3,v2^2v3^6[9-0]
v2^6[8-10],106,14,57,,,,,,
v3^2[12-5],106,14,59,,v3^2[13-6]+v1^2v4^1[13-3],v1^1v2^2v3^1[13-7]+v1^6v4^1[13-2],,,
[14-10],106,14,60,,[15-8]+v1^1v2^1[15-6]+v1^4v2^1[15-5],,,,
v0^2v2^9v3^1v4^1[2-2],106,15,54,,v1^1v2^12v3^1[3-3],,,,
v1^2v2^5v3^1v4^1[6-2],106,15,56,,,,,2,v1^2v2^5v3^3[7-1]
v1^6v2^2v3^1[6-11],106,15,56,,,,,,
v1^4v4^3[8-0],106,15,57,,loc,,,,
v1^2v4^1[12-3],106,15,59,,,,,2,v1^2v3^2[13-3]
v4^1[14-4],106,15,60,,,,,3,v4^3[15-0]
v1^8v2^4[4-12],106,16,55,,,,,3,v1^2v2^9v3^3[5-0]
v1^1v2^11[4-5],106,16,55,,v1^3v2^6v3^3[5-1],,v1^4v2^8v4^1[5-2],,
v1^1v2^9v3^2[4-2],106,16,55,,,,,,
v2^8[8-5],106,16,57,,,,,3,v1^2v2^8[9-3]
v2^6v3^2[8-2],106,16,57,,v1^5v2^2v3^3[9-1]+v1^28v2^2v4^1[9-0],,v1^6v2^3v3^2[9-5],,
v1^1v2^4v3^1[10-7],106,16,58,,,,,,
v1^2v2^1v3^3[10-3],106,16,58,,v1^4v2^1v3^1v4^1[11-1],,,,
v1^2v3^1v4^1[12-1],106,16,59,,,,,2,v1^2v2^2v3^1[13-5]
v2^3v3^1[12-4],106,16,59,,,,,,
v1^1v4^1[14-3],106,16,60,,,,,4,v0^1v1^1v2^2v3^1[15-2]
v2^1v3^1[14-7],106,16,60,,v1^1v2^1[15-6]+v1^4v2^1[15-5],,,,
[16-8],106,16,61,,,,,,
v1^4v2^1v3^1v4^1[10-2],106,17,58,,v1^4v2^1v3^1v4^1[11-1],v1^5v2^2v3^1[11-6]+v1^6v2^3v4^1[11-1],,,
v1^4v2^2v3^1[10-10],106,17,58,,,,,,
v2^14[4-2],106,18,55,,,,,,
v1^2v2^8v3^2[6-1],106,18,56,,v1^12v3^1[7-9],v1^13v3^1[7-9]+v1^26v2^6v3^1[7-0],,,
v1^8v2^1v3^1[8-11],106,18,57,,,,,3,v1^4v2^3v3^5[9-0]
v1^3v2^7[8-5],106,18,57,,v1^5v2^2v3^3[9-1]+v1^28v2^2v4^1[9-0],,v1^6v2^3v3^2[9-5],,
v2^4v3^3v4^1[10-0],106,18,58,,loc,,,2,v2^4v3^5[11-0]
v1^2v2^4[12-5],106,18,59,,,,,,
v2^2[16-4],106,18,61,,,,,,
v1^12v3^1[6-11],106,19,56,,v1^12v3^1[7-9],v1^13v3^1[7-9]+v1^26v2^6v3^1[7-0],,,
v1^6v3^4v4^1[8-0],106,19,57,,loc,,,2,v1^6v3^6[9-0]
v2^7v3^4[8-0],106,19,57,,loc,,,2,v2^9v3^3[9-0]
v0^1v2^4v3^3v4^1[10-0],106,19,58,,,,,,
v1^3v2^1v3^1[14-6],106,19,60,,,,,,
v1^4v4^1[14-2],106,19,60,,v1^4v2^1[15-5],,,,
v1^4v2^6v3^4[6-0],106,20,56,,loc,,,2,v1^4v2^8v3^3[7-0]
v2^12v3^2[6-0],106,20,56,,loc,,,2,v1^8v2^2v3^5[7-0]
v1^8v3^6[6-0],106,20,56,,loc,,,,
v2^10[10-1],106,20,58,,,,,2,v0^1v1^9v3^1[11-6]
v0^2v2^4v3^3v4^1[10-0],106,20,58,,,,,,
v1^6v2^1v3^1[12-4],106,20,59,,,,,3,v1^6v2^1v3^1v4^2[13-0]
v1^5v2^3[12-5],106,20,59,,,,,,
v2^4[16-2],106,20,61,,,,,,
v2^17[4-0],106,21,55,,loc,,,2,v1^2v2^16[5-0]
v1^6v2^8v3^3[4-0],106,21,55,,loc,,,,
v0^1v1^4v2^6v3^4[6-0],106,21,56,,,,,2,v0^1v1^8v2^2v3^5[7-0]
v0^1v1^8v3^6[6-0],106,21,56,,,,,,
v0^1v2^12v3^2[6-0],106,21,56,,,,,,
v0^1v2^10[10-1],106,21,58,,,,,3,v1^6v2^2v3^5[11-0]
v1^4v2^16[2-0],106,22,54,,loc,,,2,v1^6v2^15[3-0]
v0^2v1^4v2^6v3^4[6-0],106,22,56,,,,,2,v0^2v1^8v2^2v3^5[7-0]
v0^2v1^8v3^6[6-0],106,22,56,,,,,,
v0^2v2^12v3^2[6-0],106,22,56,,,,,,
v1^6[16-4],106,22,61,,,,,,
v0^1v1^4v2^16[2-0],106,23,54,,,,,2,v0^1v1^8v2^12v3^1[3-0]
v0^3v1^8v3^6[6-0],106,23,56,,,,,,
v2^5v4^2[16-0],106,23,61,,loc,,,2,v1^4v2^1v3^1v4^2[17-0]
v0^2v1^4v2^16[2-0],106,24,54,,,,,2,v0^2v1^8v2^12v3^1[3-0]
v0^4v1^8v3^6[6-0],106,24,56,,,,,,
v1^4v2^4v4^2[14-0],106,24,60,,loc,,,2,v1^8v3^1v4^2[15-0]
v0^5v1^8v3^6[6-0],106,25,56,,,,,,
v1^4v2^7v3^1v4^1[12-0],106,25,59,,loc,,,2,v1^4v2^7v3^3[13-0]
v1^10v3^1v4^2[12-0],106,25,59,,loc,,,,
v0^1v1^4v2^4v4^2[14-0],106,25,60,,,,,,
v0^6v1^8v3^6[6-0],106,26,56,,,,,,
v1^12v3^3v4^1[10-0],106,26,58,,loc,,,2,v1^12v3^5[11-0]
v1^8v2^6v3^1v4^1[10-0],106,26,58,,loc,,,2,v1^8v2^6v3^3[11-0]
v0^2v1^4v2^4v4^2[14-0],106,26,60,,,,,,
v1^10v2^8v4^1[8-0],106,27,57,,loc,,,2,v1^10v2^8v3^2[9-0]
v1^12v2^3v3^4[8-0],106,27,57,,loc,,,2,v1^12v2^5v3^3[9-0]
v0^1v1^8v2^6v3^1v4^1[10-0],106,27,58,,,,,2,v0^1v1^12v2^2v3^2v4^1[11-0]
v0^1v1^12v3^3v4^1[10-0],106,27,58,,,,,,
v1^14v2^5v3^3[6-0],106,28,56,,loc,,,2,v1^16v2^4v3^3[7-0]
v1^12v2^8v3^2[6-0],106,28,56,,loc,,,,
v0^2v1^8v2^6v3^1v4^1[10-0],106,28,58,,,,,2,v0^2v1^12v2^2v3^2v4^1[11-0]
v0^2v1^12v3^3v4^1[10-0],106,28,58,,,,,,
v1^12v2^13[4-0],106,29,55,,loc,,,2,v1^14v2^12[5-0]
v0^1v1^14v2^5v3^3[6-0],106,29,56,,,,,2,v0^1v1^18v2^1v3^4[7-0]
v0^1v1^12v2^8v3^2[6-0],106,29,56,,,,,,
v0^2v1^14v2^5v3^3[6-0],106,30,56,,,,,2,v0^2v1^18v2^1v3^4[7-0]
v0^2v1^12v2^8v3^2[6-0],106,30,56,,,,,,
v1^14v5^1[16-0],106,31,61,,loc,,,2,v1^14v4^2[17-0]
v1^16v4^2[14-0],106,32,60,,loc,,,,
v1^16v2^3v3^1v4^1[12-0],106,33,59,,loc,,,2,v1^16v2^3v3^3[13-0]
v0^1v1^16v4^2[14-0],106,33,60,,,,,,
v1^18v2^5v4^1[10-0],106,34,58,,loc,,,2,v1^18v2^5v3^2[11-0]
v0^2v1^16v4^2[14-0],106,34,60,,,,,,
v1^20v2^5v3^2[8-0],106,35,57,,loc,,,2,v1^24v2^1v3^3[9-0]
v0^1v1^18v2^5v4^1[10-0],106,35,58,,,,,2,v0^1v1^22v2^1v3^1v4^1[11-0]
v1^24v2^4v3^2[6-0],106,36,56,,loc,,,2,v1^28v3^3[7-0]
v0^2v1^18v2^5v4^1[10-0],106,36,58,,,,,2,v0^2v1^22v2^1v3^1v4^1[11-0]
v1^24v2^9[4-0],106,37,55,,loc,,,2,v1^26v2^8[5-0]
v1^30v3^3[4-0],106,37,55,,loc,,,,
v0^1v1^24v2^4v3^2[6-0],106,37,56,,,,,,
v1^28v2^8[2-0],106,38,54,,loc,,,2,v1^30v2^7[3-0]
v0^2v1^24v2^4v3^2[6-0],106,38,56,,,,,,
v0^2v1^28v2^8[2-0],106,40,54,,,,,,
v1^28v2^5v3^1[6-0],106,40,56,,loc,,,,
v1^18v2^7v3^1[14-0],106,40,60,,loc,,,,
v1^22v2^3v4^1[14-0],106,40,60,,loc,,,,
v1^24v3^1v4^1[14-0],106,40,60,,loc,,,,
[5-29],107,5,56,,,,,4,v0^1v1^1v4^1[6-13]
v0^1[5-29],107,6,56,v0^2[5-29],v2^9v3^1[6-6]+v1^4v2^5v3^3[6-2],v2^4[6-18]+v1^2v2^5v3^3[6-3]+v1^4v2^5v3^1v4^1[6-2],v1^6v2^5v3^1v4^1[6-2]+v1^26v2^7v3^1[6-0]+v1^28v2^4v3^2[6-0],,
v0^2[5-29],107,7,56,,,,,,
v4^2[5-9],107,7,56,,v1^4v2^5v3^3[6-2],,v1^1v2^2v3^1[6-18]+v1^6v2^5v3^1v4^1[6-2]+v1^26v2^7v3^1[6-0],,
v0^1v4^2[5-9],107,8,56,,,,,,
v2^2v3^2[5-14],107,9,56,v0^1v2^2v3^2[5-14],v1^4v2^3v3^1[6-11]+v2^9v3^1[6-6]+v1^4v2^5v3^3[6-2],v2^4[6-18],v1^1v2^2v3^1[6-18]+v1^6v2^5v3^1v4^1[6-2]+v1^26v2^7v3^1[6-0],,
v2^7[3-13],107,10,55,,,,,3,v1^2v3^7[4-0]
v0^1v2^2v3^2[5-14],107,10,56,,,,,,
v4^1[9-14],107,10,58,,v1^6v2^1v3^3[10-2],v2^2[10-15]+v1^1v3^3[10-7]+v2^4v3^1[10-10]+v2^5v3^1[10-7]+v1^22v2^7v3^1[10-0]+v1^28v3^1v4^1[10-0],,,
v0^2v2^2v3^2[5-14],107,11,56,,,,,,
v2^1v4^1[9-12],107,11,58,,,,,2,v1^1v2^2[10-14]
v3^2[9-15],107,11,58,,,,,,
v2^3v3^4[5-3],107,12,56,,v1^4v2^3v3^1[6-11],v1^2v2^5v3^3[6-3]+v1^4v2^5v3^1v4^1[6-2],,,
v2^1v3^3v4^1[7-1],107,12,57,,,,,2,v2^6[8-10]
v1^2v2^1v3^2[7-9],107,12,57,,,,,3,v1^4v4^3[8-0]
v2^4v3^1[7-9],107,12,57,,,,,3,v3^7[8-0]
v2^5v3^3[5-4],107,13,56,,,,,2,v1^6v2^2v3^1[6-11]
v2^2v3^4[7-3],107,13,57,,v1^3v2^5v4^1[8-2],,,,
v3^2[11-7],107,13,59,,,,,5,v1^2v2^4[12-5]
[13-14],107,13,60,v3^2[13-6]+v2^1v3^1[13-9]+v1^2v4^1[13-3],[14-11],,,,
[13-15],107,13,60,,[14-11]+v1^1v3^1[14-8],,,,
v2^9v3^1v4^1[3-1],107,14,55,,,,,2,v1^1v2^9v3^2[4-2]
v2^4v4^1[9-3],107,14,58,,,,,2,v1^1v2^4v3^1[10-7]
v3^2v4^1[11-1],107,14,59,,,,,2,v2^3v3^1[12-4]
v1^2v4^1[11-6],107,14,59,,,,,3,v1^2v4^3[12-0]
v2^10v3^2[3-3],107,15,55,,,,,3,v2^14[4-2]
v1^1v2^4v3^3[7-3],107,15,57,,,,,,
v2^8[7-6],107,15,57,,,,,,
v1^2v3^4[9-2],107,15,58,,,,,2,v1^4v2^2v3^1[10-10]
v2^4v3^2[9-5],107,15,58,,,,,4,v0^1v2^4v3^3v4^1[10-0]
v1^2v2^3v3^1[9-12],107,15,58,,,,,,
v2^1v3^1[13-9],107,15,60,,v1^1v3^1[14-8],,,,
v3^2[13-6],107,15,60,,v1^1v3^1[14-8],,,,
[15-8],107,15,61,,,,,,
v1^2v2^5v3^1v4^1[7-1],107,16,57,,v1^3v2^5v4^1[8-2],,,,
v1^6v2^2v3^1[7-9],107,16,57,,,,,,
v2^2v3^4v4^1[9-0],107,16,58,,loc,,,2,v2^2v3^6[10-0]
v1^2v4^1[13-3],107,16,60,,,,,,
v4^1[15-2],107,16,61,,,,,3,v4^3[16-0]
v1^1v2^12v3^1[3-3],107,17,55,,v1^2v2^12[4-3]+v1^30v2^5v3^1[4-0],,,,
v1^10v2^1v3^1[5-14],107,17,56,,,,,3,v1^2v2^9v3^3[6-0]
v1^2v2^9v3^1[5-4],107,17,56,,,,,,
v1^3v2^6v3^3[5-1],107,17,56,,v1^4v2^5v3^3[6-2],,v1^6v2^5v3^1v4^1[6-2]+v1^26v2^7v3^1[6-0]+v1^28v2^4v3^2[6-0],,
v1^2v2^2v3^6[7-0],107,17,57,,loc,,,2,v1^4v2^1v3^6[8-0]
v0^1v2^2v3^4v4^1[9-0],107,17,58,,,,,,
v1^1v2^6v3^1[9-5],107,17,58,,,,,,
v1^2v2^4[11-7],107,17,59,,,,,,
v1^2v2^1v4^1[13-2],107,17,60,,,,,2,v1^3v2^1v3^1[14-6]
v2^3v3^1[13-5],107,17,60,,,,,,
v3^2[15-3],107,17,61,,,,,3,v2^4[16-2]
v1^1v2^1[15-6],107,17,61,,,,,,
v1^12v2^3[3-13],107,18,55,,,,,3,v1^6v2^8v3^3[4-0]
v1^6v2^1v3^6[5-0],107,18,56,,loc,,,2,v1^8v3^6[6-0]
v2^10v3^3[5-0],107,18,56,,loc,,,,
v2^9[9-3],107,18,58,,,,,2,v0^2v2^4v3^3v4^1[10-0]
v0^2v2^2v3^4v4^1[9-0],107,18,58,,,,,,
v1^4v2^1v3^1v4^1[11-1],107,18,59,,v1^5v2^1v4^1[12-2]+v1^6v2^3[12-5]+v1^24v2^3v4^1[12-0]+v1^26v3^1v4^1[12-0],,,,
v1^4v2^2v3^1[11-6],107,18,59,,,,,,
v0^1v1^6v2^1v3^6[5-0],107,19,56,,,,,2,v0^1v1^8v3^6[6-0]
v2^14[5-1],107,19,56,,,,,2,v0^1v2^12v3^2[6-0]
v0^1v2^10v3^3[5-0],107,19,56,,,,,,
v1^8v2^1v3^1[9-12],107,19,58,,,,,3,v1^4v2^3v3^5[10-0]
v1^5v2^2v3^3[9-1],107,19,58,,v1^6v2^1v3^3[10-2],,,,
v2^8[11-3],107,19,59,,,,,,
v0^2v1^6v2^1v3^6[5-0],107,20,56,,,,,2,v0^2v1^8v3^6[6-0]
v0^1v2^14[5-1],107,20,56,,,,,2,v0^2v2^12v3^2[6-0]
v0^2v2^10v3^3[5-0],107,20,56,,,,,,
v1^12v3^1[7-9],107,20,57,,,,,,
v1^4v2^1[15-5],107,20,61,,,,,,
v0^3v1^6v2^1v3^6[5-0],107,21,56,,,,,2,v0^3v1^8v3^6[6-0]
v1^6v2^1v3^1[13-5],107,21,60,,,,,3,v1^6v2^1v3^1v4^2[14-0]
v1^2v3^2v4^2[15-0],107,21,61,,loc,,,2,v1^2v2^2v3^1v4^2[16-0]
v0^4v1^6v2^1v3^6[5-0],107,22,56,,,,,2,v0^4v1^8v3^6[6-0]
v2^6v3^2v4^1[13-0],107,22,60,,loc,,,2,v2^6v3^4[14-0]
v1^4v2^2v3^1v4^2[13-0],107,22,60,,loc,,,,
v0^5v1^6v2^1v3^6[5-0],107,23,56,,,,,2,v0^5v1^8v3^6[6-0]
v1^2v2^8v3^1v4^1[11-0],107,23,59,,loc,,,2,v1^2v2^8v3^3[12-0]
v1^6v2^2v3^3v4^1[11-0],107,23,59,,loc,,,2,v1^6v2^2v3^5[12-0]
v0^1v2^6v3^2v4^1[13-0],107,23,60,,,,,2,v0^1v1^4v2^4v4^2[14-0]
v0^1v1^4v2^2v3^1v4^2[13-0],107,23,60,,,,,,
v0^6v1^6v2^1v3^6[5-0],107,24,56,,,,,2,v0^6v1^8v3^6[6-0]
v1^9v2^6[9-3],107,24,58,,,,,2,v1^10v2^1v3^5[10-0]
v1^4v2^10v4^1[9-0],107,24,58,,loc,,,2,v1^4v2^10v3^2[10-0]
v0^2v2^6v3^2v4^1[13-0],107,24,60,,,,,2,v0^2v1^4v2^4v4^2[14-0]
v0^2v1^4v2^2v3^1v4^2[13-0],107,24,60,,,,,,
v1^10v2^4v3^4[7-0],107,25,57,,loc,,,2,v1^10v2^6v3^3[8-0]
v1^6v2^10v3^2[7-0],107,25,57,,loc,,,2,v1^8v2^9v3^2[8-0]
v0^1v1^9v2^6[9-3],107,25,58,,,,,2,v0^1v1^12v3^3v4^1[10-0]
v0^1v1^4v2^10v4^1[9-0],107,25,58,,,,,,
v1^10v2^9v3^2[5-0],107,26,56,,loc,,,2,v1^12v2^8v3^2[6-0]
v0^2v1^9v2^6[9-3],107,26,58,,,,,2,v0^2v1^12v3^3v4^1[10-0]
v0^2v1^4v2^10v4^1[9-0],107,26,58,,,,,,
v1^10v2^14[3-0],107,27,55,,loc,,,,
v0^1v1^10v2^9v3^2[5-0],107,27,56,,,,,2,v0^1v1^12v2^8v3^2[6-0]
v0^2v1^10v2^9v3^2[5-0],107,28,56,,,,,2,v0^2v1^12v2^8v3^2[6-0]
v1^10v2^2v4^2[15-0],107,29,61,,loc,,,2,v1^12v2^1v4^2[16-0]
v1^14v2^1v4^2[13-0],107,30,60,,loc,,,2,v1^16v4^2[14-0]
v1^14v2^4v3^1v4^1[11-0],107,31,59,,loc,,,2,v1^14v2^4v3^3[12-0]
v0^1v1^14v2^1v4^2[13-0],107,31,60,,,,,2,v0^1v1^16v4^2[14-0]
v1^16v2^6v4^1[9-0],107,32,58,,loc,,,2,v1^16v2^6v3^2[10-0]
v0^2v1^14v2^1v4^2[13-0],107,32,60,,,,,2,v0^2v1^16v4^2[14-0]
v1^16v2^9v3^1[7-0],107,33,57,,loc,,,2,v1^16v2^11[8-0]
v1^22v3^4[7-0],107,33,57,,loc,,,2,v1^22v2^2v3^3[8-0]
v0^1v1^16v2^6v4^1[9-0],107,33,58,,,,,,
v1^20v2^8v3^1[5-0],107,34,56,,loc,,,2,v1^20v2^10[6-0]
v1^24v2^2v3^3[5-0],107,34,56,,loc,,,,
v0^2v1^16v2^6v4^1[9-0],107,34,58,,,,,,
v1^22v2^10[3-0],107,35,55,,loc,,,2,v1^30v3^3[4-0]
v0^1v1^20v2^8v3^1[5-0],107,35,56,,,,,2,v0^1v1^24v2^4v3^2[6-0]
v0^1v1^24v2^2v3^3[5-0],107,35,56,,,,,,
v0^2v1^20v2^8v3^1[5-0],107,36,56,,,,,2,v0^2v1^24v2^4v3^2[6-0]
v0^2v1^24v2^2v3^3[5-0],107,36,56,,,,,,
v1^24v2^6v3^1[9-0],107,40,58,,loc,,,,
v1^26v2^3v3^2[9-0],107,40,58,,loc,,,,
v1^28v2^2v4^1[9-0],107,40,58,,loc,,,,
v4^2[4-9],108,6,56,,,,,2,v0^1v4^2[5-9]
[6-28],108,6,57,,[7-24]+v1^13v3^1[7-9],,v1^4v2^4v3^1[7-9],,
v5^1[6-7],108,7,57,,,,,8,v1^1v2^4v3^3[7-3]
v3^4v4^1[4-2],108,9,56,,,,,2,v0^2v2^2v3^2[5-14]
v4^1[8-14],108,9,58,,,,,2,v3^2[9-15]
v2^2v3^2[6-11],108,10,57,,,,,,
v0^1v4^1[8-14],108,10,58,,,v1^2v2^4v4^1[9-3]+v0^2v1^24v2^4v4^1[9-0],,,
v2^7[4-12],108,11,56,,,,,3,v1^2v3^7[5-0]
v2^2v3^2v4^1[6-5],108,11,57,,,,,4,v2^8[7-6]
v0^2v4^1[8-14],108,11,58,,,,,,
v3^4[8-3],108,12,58,,,,,5,v1^1v2^6v3^1[9-5]
v2^1v4^1[10-10],108,12,59,,,,,3,v2^1v4^3[11-0]
v4^2[10-2],108,12,59,,,,,7,v2^8[11-3]
[12-14],108,12,60,v0^1v1^6v2^3[12-5]+v1^20v2^7v3^1[12-0],v1^1v3^1[13-11]+v1^1v2^2v3^1[13-7],,,,
v1^1v2^1v3^2v4^1[8-2],108,13,58,,,,,2,v1^2v2^3v3^1[9-12]
v1^4v4^1[8-11],108,13,58,,,,,3,v1^4v4^3[9-0]
v2^4v3^1[8-11],108,13,58,,,,,3,v3^7[9-0]
v2^8v3^2[4-3],108,14,56,,,,,4,v2^10v3^3[5-0]
v1^1v2^4v3^3[6-6],108,14,57,,,,,2,v1^6v2^2v3^1[7-9]
v1^4v2^3v3^1[6-11],108,14,57,,v1^4v2^3v3^1[7-9]+v1^13v3^1[7-9],,,,
v2^7v3^1[6-8],108,14,57,,,,,,
v1^2v2^1v4^3[8-0],108,14,58,,loc,,,,
v2^1v3^3[10-6],108,14,59,,v1^1v3^2v4^1[11-1]+v1^3v2^3[11-8],v2^4v3^1[11-6],,,
v2^2[12-11],108,14,60,v0^1v1^6v2^3[12-5]+v1^20v2^7v3^1[12-0],v1^1v3^1[13-11],,,,
v3^2[12-6],108,14,60,,,,,,
[14-11],108,14,61,,,,,,
v1^1v2^9v4^1[4-2],108,15,56,,,,,2,v1^2v2^9v3^1[5-4]
v1^6v2^5[4-12],108,15,56,,,,,,
v1^1v2^6[8-10],108,15,58,,,,,2,v0^1v2^2v3^4v4^1[9-0]
v0^1v1^2v2^1v4^3[8-0],108,15,58,,,,,,
v2^6v4^1[8-2],108,15,58,,v1^4v2^3v3^2[9-5],v1^2v2^4v4^1[9-3]+v0^2v1^24v2^4v4^1[9-0],,,
v1^1v2^3v4^1[10-5],108,15,59,,,,,2,v1^2v2^4[11-7]
v2^1v3^1v4^1[12-1],108,15,60,,,,,2,v2^3v3^1[13-5]
v1^2v4^1[12-4],108,15,60,,,,,3,v1^2v4^3[13-0]
v4^1[14-5],108,15,61,,,,,,
v1^2v2^9v3^3[2-2],108,16,55,,v1^2v2^9v3^3[3-1]+v0^2v1^26v2^9[3-0],,v1^4v2^9v3^1v4^1[3-1],,
v0^1v1^6v2^5[4-12],108,16,56,,,,,,
v2^9v3^1[6-6],108,16,57,,,,,,
v0^1v1^1v2^6[8-10],108,16,58,,,,,2,v0^2v2^2v3^4v4^1[9-0]
v0^2v1^2v2^1v4^3[8-0],108,16,58,,,,,,
v1^1v2^7[8-7],108,16,58,,,,,,
v1^2v2^4v3^2[8-3],108,16,58,,,,,,
v1^2v2^3v3^1[10-9],108,16,59,,,,,2,v1^4v2^2v3^1[11-6]
v1^2v2^3v3^1[10-10],108,16,59,,,,,,
v2^4[12-7],108,16,60,v0^1v1^6v2^3[12-5]+v1^20v2^7v3^1[12-0],v1^1v2^2v3^1[13-7]+v1^6v4^1[13-2],,,,
v1^1v3^1[14-8],108,16,61,,,,,,
v3^2[14-6],108,16,61,,,,,,
v2^12v3^1[4-2],108,17,56,,,,,2,v0^1v2^10v3^3[5-0]
v0^2v1^6v2^5[4-12],108,17,56,,,,,,
