name,stem,Adams filtration,weight,h0target,h1target,h2target,h3target,drinfo,drvalue
v0^1v2^8v3^1[5-0],67,15,36,,,,,2,v0^1v1^4v2^4v3^2[6-0]
v0^1v1^4v2^2v3^3[5-0],67,15,36,,,,,,
v0^2v2^4[9-1],67,15,38,,,,,,
v0^2v2^8v3^1[5-0],67,16,36,,,,,2,v0^2v1^4v2^4v3^2[6-0]
v0^2v1^4v2^2v3^3[5-0],67,16,36,,,,,,
v1^6v3^1v4^1[11-0],67,19,39,,loc,,,2,v1^6v3^3[12-0]
v1^8v2^2v4^1[9-0],67,20,38,,loc,,,2,v1^8v2^2v3^2[10-0]
v1^10v2^2v3^2[7-0],67,21,37,,loc,,,2,v1^12v2^1v3^2[8-0]
v0^1v1^8v2^2v4^1[9-0],67,21,38,,,,,,
v1^14v2^1v3^2[5-0],67,22,36,,loc,,,2,v1^16v3^2[6-0]
v0^2v1^8v2^2v4^1[9-0],67,22,38,,,,,,
v1^14v2^6[3-0],67,23,35,,loc,,,,
v0^1v1^14v2^1v3^2[5-0],67,23,36,,,,,2,v0^1v1^16v3^2[6-0]
v0^2v1^14v2^1v3^2[5-0],67,24,36,,,,,2,v0^2v1^16v3^2[6-0]
v1^26v2^2[3-0],67,31,35,,loc,,,,
v1^30v2^1[1-0],67,32,34,v0^1v1^30v2^1[1-0],loc,,,,
v0^1v1^30v2^1[1-0],67,33,34,v0^2v1^30v2^1[1-0],,,,,
v0^2v1^30v2^1[1-0],67,34,34,,,,,,
v1^14v3^1[25-0],67,40,46,,loc,,,,
v1^4v2^2v3^1[33-0],67,40,50,,loc,,,,
v1^2[2-11],68,4,35,,v1^2[3-13],,v1^2v2^1[3-13],,
[4-13],68,4,36,,,,,3,v0^1v1^1[5-12]
v0^1[4-13],68,5,36,v0^5v2^4[4-8],v3^2[5-7]+v1^1v2^2v3^1[5-7],v1^4v2^1v4^1[5-2]+v0^2v2^8[5-1]+v1^30v2^1[5-0],v0^1[5-16]+v1^2v4^1[5-7]+v0^2v1^1v2^2v3^1[5-9],,
v3^2[4-6],68,6,36,,,,,3,v2^3v3^1[5-5]
v1^2[4-11],68,6,36,,v1^32[5-0],,v1^32v2^1[5-0],,
[6-11],68,6,37,,[7-9]+v1^28v2^1[7-0],,v2^1[7-9],,
v0^1v3^2[4-6],68,7,36,,v1^1v2^2v3^1[5-7]+v1^32[5-0],,v1^32v2^1[5-0],,
v4^1[6-5],68,7,37,,v0^1v4^1[7-3],v4^1[7-4]+v1^32[7-0],,,
v2^4[4-8],68,8,36,,,,,2,v0^1v1^2v2^1v4^1[5-2]
v1^1v3^1[6-8],68,8,37,,v0^1v4^1[7-3],,,,
v3^2[6-6],68,8,37,,,,,,
[8-9],68,8,38,,[9-10]+v1^30[9-0],,v2^1[9-10]+v1^30v2^1[9-0],,
v0^1v2^4[4-8],68,9,36,,,,,2,v0^2v1^2v2^1v4^1[5-2]
v0^2v2^4[4-8],68,10,36,,,,,2,v0^3v1^2v2^1v4^1[5-2]
v1^2v2^1v4^1[6-2],68,10,37,,,,,3,v2^3v3^3[7-0]
v2^3v3^1[6-4],68,10,37,,,,,,
v1^2[8-7],68,10,38,,,,,,
v0^3v2^4[4-8],68,11,36,,,,,3,v1^4v2^2v3^3[5-0]
v1^5v2^1v4^1[4-2],68,11,36,,v1^6v4^1[5-2]+v1^32[5-0],v0^2v2^8[5-1]+v1^30v2^1[5-0],v1^32v2^1[5-0],,
v2^2v3^1[8-2],68,11,38,v0^1v2^2v3^1[8-2]+v1^30[8-0],,v2^3[9-3]+v1^28v2^1[9-0],,,
v1^6v2^1v3^3[2-2],68,12,35,,v1^6v2^3v4^1[3-1],,,,
v0^4v2^4[4-8],68,12,36,v0^5v2^4[4-8],v1^32[5-0],v0^1v2^8[5-1],v1^32v2^1[5-0],,
v0^1v2^2v3^1[8-2],68,12,38,,v1^30[9-0],,v1^30v2^1[9-0],,
v2^1v3^1[10-2],68,12,39,,,,,2,v1^2v2^1[11-2]
v1^6v2^3[4-5],68,13,36,,,,,2,v0^1v1^4v2^2v3^3[5-0]
v0^5v2^4[4-8],68,13,36,,,v0^2v2^8[5-1]+v1^30v2^1[5-0],,,
v1^4v2^1[8-4],68,13,38,,v1^30[9-0],,v1^30v2^1[9-0],,
v0^1v1^6v2^3[4-5],68,14,36,,,,,2,v0^2v1^4v2^2v3^3[5-0]
v1^6v2^1v3^1[6-4],68,14,37,,,,,3,v1^6v2^1v3^3[7-0]
[14-2],68,14,41,,[15-1]+v1^24v2^1[15-0],,,,
v2^2v3^1v4^1[12-0],68,16,40,,loc,,,2,v2^2v3^3[13-0]
v1^2v2^4v4^1[10-0],68,17,39,,loc,,,2,v1^2v2^4v3^2[11-0]
v0^1v2^2v3^1v4^1[12-0],68,17,40,,,,,,
v1^6v2^3v4^1[8-0],68,18,38,,loc,,,2,v1^6v2^3v3^2[9-0]
v0^2v2^2v3^1v4^1[12-0],68,18,40,,,,,,
v1^6v2^6v3^1[6-0],68,19,37,,loc,,,2,v1^6v2^8[7-0]
v0^1v1^6v2^3v4^1[8-0],68,19,38,,,,,2,v0^1v1^8v2^2v4^1[9-0]
v1^10v2^5v3^1[4-0],68,20,36,,loc,,,2,v1^10v2^7[5-0]
v0^2v1^6v2^3v4^1[8-0],68,20,38,,,,,2,v0^2v1^8v2^2v4^1[9-0]
v1^12v2^7[2-0],68,21,35,,loc,,,2,v1^14v2^6[3-0]
v0^1v1^10v2^5v3^1[4-0],68,21,36,,,,,,
v0^2v1^10v2^5v3^1[4-0],68,22,36,,,,,,
v1^18v2^2v3^1[6-0],68,27,37,,loc,,,2,v1^18v2^4[7-0]
v1^22v2^1v3^1[4-0],68,28,36,,loc,,,2,v1^22v2^3[5-0]
v1^24v2^3[2-0],68,29,35,,loc,,,2,v1^26v2^2[3-0]
v0^1v1^22v2^1v3^1[4-0],68,29,36,,,,,,
v0^2v1^22v2^1v3^1[4-0],68,30,36,,,,,,
v1^10v2^1v3^1[28-0],68,40,48,,loc,,,,
v2^3v3^1[36-0],68,40,52,,loc,,,,
[3-14],69,3,36,v0^2v1^2v2^2v3^1v4^1[3-1],v1^2[4-12]+v1^8v2^1v3^1[4-4],[4-15],v1^2v2^1[4-12]+v1^36[4-0],,
v2^1[3-11],69,4,36,v0^2v1^2v2^2v3^1v4^1[3-1],v2^1[4-11]+v1^8v2^1v3^1[4-4]+v1^30v2^1[4-0],,v0^2v2^1v4^1[4-6]+v1^36[4-0],,
v0^1v2^1[3-11],69,5,36,,,,,,
v1^2[3-13],69,5,36,,v1^2[4-12],,v1^2v2^1[4-12]+v0^2v2^1v4^1[4-6],,
v0^2v2^1[3-11],69,6,36,,,,,,
v4^1[5-6],69,6,37,,,,,2,v3^2[6-6]
v1^2[5-12],69,7,37,,,,,,
v3^2[5-7],69,7,37,,v1^2[6-10],,v1^2v3^1[6-9]+v1^32v2^1[6-0],,
[7-9],69,7,38,,[8-11],,v2^1[8-11],,
v2^1v3^2[5-4],69,8,37,,,,,2,v2^3v3^1[6-4]
v4^1[7-3],69,8,38,,,,,2,v1^2[8-7]
v1^2v2^2v3^1v4^1[3-1],69,9,36,v0^1v1^2v2^2v3^1v4^1[3-1],v1^2v2^3v3^1[4-4]+v1^8v2^1v3^1[4-4]+v1^30v2^1[4-0],v0^1v1^2v2^1v3^1v4^1[4-1]+v1^7v2^1v4^1[4-2]+v1^34[4-0],,,
v1^1v2^2v3^1[5-7],69,9,37,,,,,,
v0^1v4^1[7-3],69,9,38,,,,,,
v1^2[7-7],69,9,38,,,,,,
[9-10],69,9,39,,[10-8],,v3^2[10-2],,
v0^1v1^2v2^2v3^1v4^1[3-1],69,10,36,v0^2v1^2v2^2v3^1v4^1[3-1],,,,,
v0^2v1^2v2^2v3^1v4^1[3-1],69,11,36,,,,,,
v1^2v2^1v4^1[7-1],69,11,38,,,,,3,v2^3v3^3[8-0]
v2^3v3^1[7-2],69,11,38,,,,,,
v1^6v4^1[5-2],69,12,37,,v1^6v4^1[6-2]+v1^32[6-0],,,,
v1^6v2^3v4^1[3-1],69,13,36,,v1^8v2^1v3^1[4-4],,,,
v1^2v2^3v3^3[5-0],69,13,37,,loc,,,2,v1^4v2^2v3^3[6-0]
v2^1v3^1[11-1],69,13,40,,,,,3,v3^4[12-0]
v1^4v2^1[9-5],69,14,39,,,,,,
v1^3v2^1[11-2],69,15,40,,,,,2,v0^1v2^2v3^1v4^1[12-0]
[15-1],69,15,42,,,,,,
v1^2v2^5v3^2[7-0],69,16,38,,loc,,,2,v1^6v2^1v3^3[8-0]
v0^1v1^3v2^1[11-2],69,16,40,,,,,2,v0^2v2^2v3^1v4^1[12-0]
v1^4v2^7v3^1[5-0],69,17,37,,loc,,,2,v1^4v2^9[6-0]
v1^8v2^1v3^3[5-0],69,17,37,,loc,,,,
v0^1v1^2v2^5v3^2[7-0],69,17,38,,,,,,
v1^6v2^9[3-0],69,18,36,,loc,,,2,v1^8v2^8[4-0]
v1^12v3^3[3-0],69,18,36,,loc,,,,
v0^2v1^2v2^5v3^2[7-0],69,18,38,,,,,,
v0^1v1^6v2^9[3-0],69,19,36,,,,,2,v0^1v1^10v2^5v3^1[4-0]
v0^1v1^12v3^3[3-0],69,19,36,,,,,,
v0^2v1^6v2^9[3-0],69,20,36,,,,,2,v0^2v1^10v2^5v3^1[4-0]
v0^2v1^12v3^3[3-0],69,20,36,,,,,,
v0^3v1^12v3^3[3-0],69,21,36,,,,,,
v0^4v1^12v3^3[3-0],69,22,36,,,,,,
v0^5v1^12v3^3[3-0],69,23,36,,,,,,
v1^12v2^1v4^1[9-0],69,23,39,,loc,,,2,v1^12v2^1v3^2[10-0]
v0^6v1^12v3^3[3-0],69,24,36,,,,,,
v1^16v4^1[7-0],69,24,38,,loc,,,2,v1^16v3^2[8-0]
v1^16v2^3v3^1[5-0],69,25,37,,loc,,,2,v1^16v2^5[6-0]
v0^1v1^16v4^1[7-0],69,25,38,,,,,,
v1^18v2^5[3-0],69,26,36,,loc,,,2,v1^20v2^4[4-0]
v0^2v1^16v4^1[7-0],69,26,38,,,,,,
v0^1v1^18v2^5[3-0],69,27,36,,,,,2,v0^1v1^22v2^1v3^1[4-0]
v0^2v1^18v2^5[3-0],69,28,36,,,,,2,v0^2v1^22v2^1v3^1[4-0]
v1^34[1-0],69,35,35,,loc,,v1^34v2^1[2-0],,
v1^16v3^1[23-0],69,40,46,,loc,,,,
v1^6v2^2v3^1[31-0],69,40,50,,loc,,,,
v4^1[39-0],69,40,54,,loc,,,,
[2-13],70,2,36,,,,,3,v0^1v2^1[3-11]
v0^1[2-13],70,3,36,,,,,3,v0^2v2^1[3-11]
v0^2[2-13],70,4,36,v0^3[2-13],v2^3v3^1[3-8]+v1^6v2^1v3^1v4^1[3-1]+v1^34[3-0],v0^1v2^2v4^1[3-5],v2^2v3^1v4^1[3-4],,
[4-14],70,4,37,,,,,3,v1^2[5-12]
v0^3[2-13],70,5,36,,,,v0^1v2^2v3^1v4^1[3-4]+v1^34v2^1[3-0],,
v2^1[4-11],70,5,37,,v2^1[5-12]+v0^2v2^8[5-1],,,,
v1^2[4-12],70,6,37,,v1^2[5-14],,v1^2v2^1[5-14],,
[6-12],70,6,38,v0^1[6-12]+v1^32[6-0],v1^32[7-0],[7-11]+v1^30v2^1[7-0],v1^32v2^1[7-0],,
v4^1[6-6],70,7,38,,,,,2,v1^2[7-7]
v0^1[6-12],70,7,38,,v1^32[7-0],,v1^32v2^1[7-0],,
v1^1v2^3[4-10],70,8,37,,v1^30v2^1[5-0],,,,
v0^2[6-12],70,8,38,,,,,,
v1^2[6-10],70,8,38,,v1^2[7-8]+v1^32[7-0],,v2^1v3^3[7-1]+v1^2v2^5v3^1[7-1]+v1^32v2^1[7-0],,
[8-10],70,8,39,,[9-11],[9-13]+v1^2[9-10]+v2^3[9-5],[9-14]+v2^4[9-3],,
[8-11],70,8,39,,[9-12],,v2^1[9-12],,
v2^2v4^1[6-2],70,9,38,,,,,2,v2^3v3^1[7-2]
v1^2v2^3v3^1[4-4],70,10,37,,v1^4v2^1v4^1[5-2]+v0^1v2^8[5-1]+v0^2v2^8[5-1],,,,
v1^2v2^1v3^1[6-7],70,10,38,,,,,,
v3^2[8-2],70,10,39,,,,,4,v1^4v2^1[9-5]
[10-8],70,10,40,,[11-5],,v3^2[11-1],,
v2^8[4-2],70,12,37,,,,,,
v1^2v2^2[8-4],70,12,39,,,,,,
v1^6v4^1[6-2],70,13,38,,v1^32[7-0],,v1^32v2^1[7-0],,
v2^1v3^4[8-0],70,13,39,,loc,,,2,v2^3v3^3[9-0]
v1^8v2^1v3^1[4-4],70,14,37,,v0^2v2^8[5-1]+v1^30v2^1[5-0],,,,
v1^4v3^4[6-0],70,14,38,,loc,,,2,v1^4v2^2v3^3[7-0]
v2^4[10-1],70,14,40,,,v1^2v2^1v3^1[11-1]+v1^28v2^1[11-0],,,
v1^1v2^1[12-2],70,14,41,,,,,3,v3^4[13-0]
v2^11[4-0],70,15,37,,loc,,,2,v1^8v2^1v3^3[5-0]
v1^7v2^1v3^1[6-4],70,15,38,,,,,2,v0^1v1^2v2^5v3^2[7-0]
v0^1v1^4v3^4[6-0],70,15,38,,,,,,
v0^1v2^4[10-1],70,15,40,,,,,,
v1^4v2^10[2-0],70,16,36,,loc,,,2,v1^12v3^3[3-0]
v0^1v1^7v2^1v3^1[6-4],70,16,38,,,,,2,v0^2v1^2v2^5v3^2[7-0]
v0^2v1^4v3^4[6-0],70,16,38,,,,,,
v0^1v1^4v2^10[2-0],70,17,36,,,,,2,v0^1v1^12v3^3[3-0]
v0^2v1^4v2^10[2-0],70,18,36,,,,,2,v0^2v1^12v3^3[3-0]
v0^3v1^4v2^10[2-0],70,19,36,,,,,2,v0^3v1^12v3^3[3-0]
v1^4v2^1v3^1v4^1[12-0],70,19,41,,loc,,,2,v1^4v2^1v3^3[13-0]
v0^4v1^4v2^10[2-0],70,20,36,,,,,2,v0^4v1^12v3^3[3-0]
v1^8v3^1v4^1[10-0],70,20,40,,loc,,,2,v1^8v3^3[11-0]
v0^5v1^4v2^10[2-0],70,21,36,,,,,2,v0^5v1^12v3^3[3-0]
v1^8v2^3v3^2[8-0],70,21,39,,loc,,,2,v1^10v2^2v3^2[9-0]
v0^1v1^8v3^1v4^1[10-0],70,21,40,,,,,,
v0^6v1^4v2^10[2-0],70,22,36,,,,,2,v0^6v1^12v3^3[3-0]
v1^12v2^2v3^2[6-0],70,22,38,,loc,,,2,v1^14v2^1v3^2[7-0]
v0^2v1^8v3^1v4^1[10-0],70,22,40,,,,,,
v1^14v2^4v3^1[4-0],70,23,37,,loc,,,2,v1^14v2^6[5-0]
v0^1v1^12v2^2v3^2[6-0],70,23,38,,,,,2,v0^1v1^16v4^1[7-0]
v0^2v1^12v2^2v3^2[6-0],70,24,38,,,,,2,v0^2v1^16v4^1[7-0]
v1^26v3^1[4-0],70,31,37,,loc,,,2,v1^26v2^2[5-0]
v1^28v2^2[2-0],70,32,36,,loc,,,,
v0^1v1^28v2^2[2-0],70,33,36,,,,,,
v0^2v1^28v2^2[2-0],70,34,36,,,,,,
v1^12v2^1v3^1[26-0],70,40,48,,loc,,,,
v1^2v2^3v3^1[34-0],70,40,52,,loc,,,,
[3-15],71,3,37,,[4-15],,,,
v2^1[3-13],71,4,37,,v2^1[4-12],,,,
[5-15],71,5,38,,,,,3,v0^2[6-12]
v4^1[5-7],71,6,38,,,,,4,v1^2v2^1v3^1[6-7]
v2^1[5-12],71,6,38,,v1^1[6-12],,,,
v2^3v3^1[3-8],71,7,37,,v1^2v3^2[4-6]+v1^34[4-0],,v1^3v3^2[4-8],,
v1^2[5-14],71,7,38,,v1^2[6-11]+v1^30v2^1[6-0],,v1^2v2^1[6-11],,
[7-10],71,7,39,,[8-12],v1^2[8-10],[8-14]+v1^1v2^1v3^2[8-2],,
v4^1[7-4],71,8,39,,v1^32[8-0],v1^2[8-10],,,
v2^4v3^2[3-3],71,9,37,,,,,3,v2^8[4-2]
v1^2v2^1v3^1[5-9],71,9,38,,,,,,
v1^2[7-8],71,9,39,,v1^2[8-9],,v1^1v2^1v3^2[8-2],,
[9-11],71,9,40,,[10-9]+v1^28v2^1[10-0],,[10-11],,
[9-12],71,9,40,,[10-10]+v1^28v2^1[10-0],,v2^1[10-10],,
v0^1v1^2v2^1v3^1[5-9],71,10,38,,,,,,
v2^2v4^1[7-1],71,10,39,,,,,2,v1^2v2^2[8-4]
v1^2v2^3v3^1[5-5],71,11,38,,,,,,
v1^4v2^1v4^1[5-2],71,11,38,v0^2v2^8[5-1]+v1^30v2^1[5-0],,,,,
[11-5],71,11,41,,,,,,
v1^6v2^1v3^1v4^1[3-1],71,12,37,,v1^7v2^1v4^1[4-2],,,,
v2^4v3^3[5-0],71,12,38,,loc,,,2,v1^2v2^3v3^3[6-0]
v2^3[9-3],71,12,40,,v1^28v2^1[10-0],v0^1v3^2[10-1],,,
v0^1v2^4v3^3[5-0],71,13,38,,,,,2,v0^1v1^4v3^4[6-0]
v2^8[5-1],71,13,38,v0^1v2^8[5-1],,v2^8[6-1]+v1^34[6-0],,,
v1^1v2^2v3^1[9-1],71,13,40,,,,,2,v0^1v2^4[10-1]
v0^1v2^3[9-3],71,13,40,,,,,,
v2^2[11-3],71,13,41,,,v2^2[12-2],,,
v0^2v2^4v3^3[5-0],71,14,38,,,,,2,v0^2v1^4v3^4[6-0]
v0^1v2^8[5-1],71,14,38,v0^2v2^8[5-1]+v1^30v2^1[5-0],,,,,
v1^6v2^1[7-5],71,14,39,,,,,,
v0^2v2^8[5-1],71,15,38,,v1^30v2^1[6-0],,,,
v3^2v4^1[13-0],71,16,42,,loc,,,2,v3^4[14-0]
v2^5v4^1[11-0],71,17,41,,loc,,,2,v2^5v3^2[12-0]
v0^1v3^2v4^1[13-0],71,17,42,,,,,,
v1^4v2^4v4^1[9-0],71,18,40,,loc,,,2,v1^4v2^4v3^2[10-0]
v0^2v3^2v4^1[13-0],71,18,42,,,,,,
v1^6v2^4v3^2[7-0],71,19,39,,loc,,,2,v1^10v3^3[8-0]
v0^1v1^4v2^4v4^1[9-0],71,19,40,,,,,2,v0^1v1^8v3^1v4^1[10-0]
v1^8v2^6v3^1[5-0],71,20,38,,loc,,,2,v1^8v2^8[6-0]
v0^2v1^4v2^4v4^1[9-0],71,20,40,,,,,2,v0^2v1^8v3^1v4^1[10-0]
v1^10v2^8[3-0],71,21,37,,loc,,,2,v1^12v2^7[4-0]
v0^1v1^8v2^6v3^1[5-0],71,21,38,,,,,,
v0^2v1^8v2^6v3^1[5-0],71,22,38,,,,,,
v1^16v2^6[3-0],71,25,37,,loc,,,,
v1^18v3^2[7-0],71,27,39,,loc,,,,
v1^20v2^2v3^1[5-0],71,28,38,,loc,,,2,v1^20v2^4[6-0]
v1^22v2^4[3-0],71,29,37,,loc,,,2,v1^24v2^3[4-0]
v0^1v1^20v2^2v3^1[5-0],71,29,38,,,,,,
v1^26v2^3[1-0],71,30,36,,loc,,,2,v1^28v2^2[2-0]
v0^2v1^20v2^2v3^1[5-0],71,30,38,,,,,,
v0^1v1^26v2^3[1-0],71,31,36,,,,,2,v0^1v1^28v2^2[2-0]
v0^2v1^26v2^3[1-0],71,32,36,,,,,2,v0^2v1^28v2^2[2-0]
v0^3v1^26v2^3[1-0],71,33,36,v0^4v1^26v2^3[1-0],v1^32v2^1[2-0],,,,
v0^4v1^26v2^3[1-0],71,34,36,v0^5v1^26v2^3[1-0],,,,,
v0^5v1^26v2^3[1-0],71,35,36,v0^6v1^26v2^3[1-0],,,,,
v0^6v1^26v2^3[1-0],71,36,36,,,,,,
v1^18v3^1[21-0],71,40,46,,loc,,,,
v1^8v2^2v3^1[29-0],71,40,50,,loc,,,,
v1^2v4^1[37-0],71,40,54,,loc,,,,
[4-15],72,4,38,,,,,,
v2^1[4-12],72,5,38,,v2^1[5-14]+v1^34[5-0],,,,
v1^4[2-11],72,6,37,,v1^4[3-13]+v1^32v2^1[3-0],,v1^4v2^1[3-13],,
v1^1v2^1v3^1[4-10],72,7,38,,,,,2,v1^2v2^1v3^1[5-9]
v1^1[6-12],72,7,39,,v1^30v2^1[7-0],,,,
v3^1[6-9],72,7,39,,v2^1[7-8],,,,
v0^1v1^1v2^1v3^1[4-10],72,8,38,,,,,2,v0^1v1^2v2^1v3^1[5-9]
v1^2v3^2[4-6],72,8,38,,v1^2v3^2[5-7],,v1^4v4^1[5-7]+v1^34v2^1[5-0],,
v1^2[6-11],72,8,39,,v1^2[7-9],,v1^2v2^1[7-9],,
v2^1v3^1[6-8],72,8,39,,v1^1v2^1[7-7]+v1^30v2^1[7-0],,v1^1v2^1[7-10]+v1^1v2^4v3^1[7-3],,
[8-12],72,8,40,,[9-13]+v2^3[9-5],,[9-15]+v1^2v3^2[9-2],,
v1^2v2^1v3^1v4^1[4-1],72,9,38,,,,,2,v1^2v2^3v3^1[5-5]
v4^1[8-2],72,9,40,,v1^2[9-10]+v2^3[9-5],v2^1[9-10]+v3^2[9-2]+v1^30v2^1[9-0],v1^2v3^2[9-2],,
v0^1v1^2v2^1v3^1v4^1[4-1],72,10,38,,v1^34[5-0],v0^2v1^1v2^2v3^1[5-9]+v1^32v2^1[5-0],v1^34v2^1[5-0],,
v1^2[8-9],72,10,40,,v1^2[9-10],,v1^2v3^2[9-2],,
[10-10],72,10,41,,[11-6]+v1^28v2^1[11-0],,v2^1[11-6],,
[10-9],72,10,41,,v1^28v2^1[11-0],,,,
v0^2v1^2v2^1v3^1v4^1[4-1],72,11,38,,,,,,
v2^3[8-4],72,11,40,,,,,2,v0^1v2^3[9-3]
v2^5v3^1[6-2],72,12,39,,,,,2,v1^6v2^1[7-5]
v1^2v2^3v3^1[6-4],72,12,39,,,,,,
[12-3],72,12,42,,[13-3],[13-4],[13-6]+v1^2[13-5],,
v1^7v2^1v4^1[4-2],72,13,38,,,,,,
v1^2v2^1v3^1[10-2],72,14,41,,v1^2v2^1v3^1[11-1]+v1^28v2^1[11-0],,,,
v1^2v2^1[12-2],72,15,42,,,,,2,v0^1v3^2v4^1[13-0]
v2^6v3^2[8-0],72,16,40,,loc,,,,
v0^1v1^2v2^1[12-2],72,16,42,,,,,2,v0^2v3^2v4^1[13-0]
v1^2v2^8v3^1[6-0],72,17,39,,loc,,,2,v1^2v2^10[7-0]
v1^6v2^2v3^3[6-0],72,17,39,,loc,,,,
v0^1v2^6v3^2[8-0],72,17,40,,,,,,
v1^6v2^7v3^1[4-0],72,18,38,,loc,,,2,v1^6v2^9[5-0]
v1^10v2^1v3^3[4-0],72,18,38,,loc,,,,
v0^2v2^6v3^2[8-0],72,18,40,,,,,,
v0^1v1^6v2^7v3^1[4-0],72,19,38,,,,,2,v0^1v1^8v2^6v3^1[5-0]
v0^1v1^10v2^1v3^3[4-0],72,19,38,,,,,,
v0^2v1^6v2^7v3^1[4-0],72,20,38,,,,,2,v0^2v1^8v2^6v3^1[5-0]
v0^2v1^10v2^1v3^3[4-0],72,20,38,,,,,,
v1^14v2^7[2-0],72,23,37,,loc,,,2,v1^16v2^6[3-0]
v1^10v2^2v4^1[10-0],72,23,41,,loc,,,2,v1^10v2^2v3^2[11-0]
v1^14v2^1v4^1[8-0],72,24,40,,loc,,,2,v1^14v2^1v3^2[9-0]
v1^16v2^1v3^2[6-0],72,25,39,,loc,,,2,v1^18v3^2[7-0]
v0^1v1^14v2^1v4^1[8-0],72,25,40,,,,,,
v1^18v2^3v3^1[4-0],72,26,38,,loc,,,2,v1^18v2^5[5-0]
v0^2v1^14v2^1v4^1[8-0],72,26,40,,,,,,
v0^1v1^18v2^3v3^1[4-0],72,27,38,,,,,2,v0^1v1^20v2^2v3^1[5-0]
v0^2v1^18v2^3v3^1[4-0],72,28,38,,,,,2,v0^2v1^20v2^2v3^1[5-0]
v1^32v2^1[2-0],72,35,37,,loc,,,,
v1^14v2^1v3^1[24-0],72,40,48,,loc,,,,
v1^4v2^3v3^1[32-0],72,40,52,,loc,,,,
v2^2v4^1[3-5],73,6,38,,,,,5,v0^2v1^2v2^1v3^1v4^1[4-1]
v1^2v2^1[3-11],73,6,38,,v1^2v2^1[4-11],,,,
v2^1[5-14],73,6,39,,v2^1[6-11]+v1^34[6-0],,,,
v0^1v2^2v4^1[3-5],73,7,38,,,v0^2v2^1v4^1[4-6]+v1^36[4-0],,,
v1^4[3-13],73,7,38,,v1^4[4-12]+v1^32v2^1[4-0],,v1^4v2^1[4-12],,
v3^2[5-8],73,7,39,,v3^2[6-7]+v1^4[6-10]+v1^34[6-0],,v3^2[6-8]+v1^1v2^4v3^1[6-6],,
[7-11],73,7,40,,v1^30v2^1[8-0],,,,
v0^2v2^2v4^1[3-5],73,8,38,,,,,,
v0^1[7-11],73,8,40,,,,,,
v2^1[7-8],73,8,40,,v2^1[8-9]+v1^30v2^1[8-0],,,,
v1^2v3^2[5-7],73,9,39,,v1^4[6-10]+v1^34[6-0],,v1^1v2^4v3^1[6-6],,
v1^1v2^1[7-7],73,9,40,,v1^2[8-10]+v1^30v2^1[8-0],,,,
v1^2[7-9],73,9,40,,v1^2[8-11],,v1^2v2^1[8-11],,
[9-13],73,9,41,,,,,,
v1^2v2^1v3^2[5-4],73,10,39,,,,,2,v1^2v2^3v3^1[6-4]
v1^2[9-10],73,11,41,,v0^1v3^2[10-1],,,,
[11-6],73,11,42,,[12-4],,v2^1[12-4],,
v2^3[9-5],73,12,41,,v0^1v3^2[10-1],,,,
v2^5v3^1[7-1],73,13,40,,,,,3,v2^6v3^2[8-0]
[13-3],73,13,43,,[14-3],,[14-6]+v1^2[14-4],,
v1^8v4^1[5-2],73,14,39,,,,,,
v1^2v2^1v3^4[7-0],73,14,40,,loc,,,2,v1^2v2^3v3^3[8-0]
v1^4v2^3v3^3[5-0],73,15,39,,loc,,,2,v1^6v2^2v3^3[6-0]
v1^7v2^1[7-5],73,15,40,,,,,2,v0^1v2^6v3^2[8-0]
v0^1v1^2v2^1v3^4[7-0],73,15,40,,,,,,
v1^2v2^1v3^1[11-1],73,15,42,,,,,,
v1^2v2^11[3-0],73,16,38,,loc,,,2,v1^10v2^1v3^3[4-0]
v0^1v1^7v2^1[7-5],73,16,40,,,,,2,v0^2v2^6v3^2[8-0]
v0^2v1^2v2^1v3^4[7-0],73,16,40,,,,,,
v0^1v1^2v2^11[3-0],73,17,38,,,,,2,v0^1v1^10v2^1v3^3[4-0]
v0^2v1^2v2^11[3-0],73,18,38,,,,,2,v0^2v1^10v2^1v3^3[4-0]
v1^2v2^2v3^1v4^1[13-0],73,19,43,,loc,,,2,v1^2v2^2v3^3[14-0]
v1^6v2^1v3^1v4^1[11-0],73,20,42,,loc,,,2,v1^6v2^1v3^3[12-0]
v1^8v2^3v4^1[9-0],73,21,41,,loc,,,2,v1^8v2^3v3^2[10-0]
v0^1v1^6v2^1v3^1v4^1[11-0],73,21,42,,,,,,
v1^10v2^3v3^2[7-0],73,22,40,,loc,,,2,v1^12v2^2v3^2[8-0]
v0^2v1^6v2^1v3^1v4^1[11-0],73,22,42,,,,,,
v1^12v2^5v3^1[5-0],73,23,39,,loc,,,2,v1^12v2^7[6-0]
v0^1v1^10v2^3v3^2[7-0],73,23,40,,,,,2,v0^1v1^14v2^1v4^1[8-0]
v1^16v2^4v3^1[3-0],73,24,38,,loc,,,2,v1^16v2^6[4-0]
v0^2v1^10v2^3v3^2[7-0],73,24,40,,,,,2,v0^2v1^14v2^1v4^1[8-0]
v0^1v1^16v2^4v3^1[3-0],73,25,38,,,,,,
v0^2v1^16v2^4v3^1[3-0],73,26,38,,,,,,
v1^24v2^1v3^1[5-0],73,31,39,,loc,,,2,v1^24v2^3[6-0]
